gene	chromosome	posStart	posEnd	exonRank	medianDepth
KRT5	12	52908726	52909034	9	33
KRT5	12	52909572	52909626	8	29
KRT5	12	52910411	52910651	7	35
KRT5	12	52910881	52911026	6	32
KRT5	12	52911364	52911548	5	39
KRT5	12	52911671	52911786	4	36
KRT5	12	52911877	52911957	3	38
KRT5	12	52912720	52912954	2	32
KRT5	12	52913516	52914080	1	35
HNF1A	12	121416572	121416907	1	33
HNF1A	12	121426626	121426845	2	38
HNF1A	12	121431313	121431519	3	35
HNF1A	12	121431957	121432218	4	37
HNF1A	12	121434055	121434226	5	47
HNF1A	12	121434334	121434555	6	36
HNF1A	12	121435267	121435478	7	40
HNF1A	12	121437061	121437202	8	49
HNF1A	12	121437276	121437440	9	39
HNF1A	12	121438858	121438995	10	31
ANK1	8	41513246	41513282	43	0
ANK1	8	41519384	41519469	42	0
ANK1	8	41521167	41521270	41	0
ANK1	8	41525775	41526092	40	0
ANK1	8	41529862	41530440	39	0
ANK1	8	41542052	41542218	38	0
ANK1	8	41543660	41543811	37	0
ANK1	8	41545664	41545758	36	0
ANK1	8	41546019	41546117	35	0
ANK1	8	41547735	41547874	34	0
ANK1	8	41547982	41548127	33	0
ANK1	8	41550156	41550404	32	0
ANK1	8	41550613	41550729	31	0
ANK1	8	41551406	41551630	30	0
ANK1	8	41552100	41552331	29	0
ANK1	8	41552685	41552859	28	0
ANK1	8	41553871	41554115	27	0
ANK1	8	41554184	41554301	26	0
ANK1	8	41555551	41555649	25	0
ANK1	8	41556960	41557076	24	0
ANK1	8	41557939	41557982	23	0
ANK1	8	41559058	41559150	22	0
ANK1	8	41559560	41559672	21	0
ANK1	8	41561549	41561667	20	0
ANK1	8	41561882	41562000	19	0
ANK1	8	41563651	41563769	18	0
ANK1	8	41566286	41566503	17	0
ANK1	8	41571664	41571782	16	0
ANK1	8	41572484	41572602	15	0
ANK1	8	41573160	41573377	14	0
ANK1	8	41574461	41574579	13	0
ANK1	8	41575112	41575230	12	0
ANK1	8	41575614	41575732	11	0
ANK1	8	41577169	41577386	10	0
ANK1	8	41580633	41580751	9	0
ANK1	8	41581043	41581161	8	0
ANK1	8	41581964	41582082	7	0
ANK1	8	41583269	41583474	6	0
ANK1	8	41584758	41584876	5	0
ANK1	8	41585416	41585534	4	0
ANK1	8	41591479	41591597	3	0
ANK1	8	41615544	41615665	2	0
ANK1	8	41753863	41753998	1	0
RUNX1	21	36164432	36164917	8	33
RUNX1	21	36171588	36171769	7	36
RUNX1	21	36206697	36206908	6	26
RUNX1	21	36231761	36231885	5	21
RUNX1	21	36252844	36253020	4	31
RUNX1	21	36259130	36259403	3	42
RUNX1	21	36265212	36265270	2	28
RUNX1	21	36421129	36421196	1	31
BTK	X	100604873	100604954	19	10
BTK	X	100608172	100608349	18	16
BTK	X	100608848	100608986	17	16
BTK	X	100609608	100609692	16	20
BTK	X	100611030	100611266	15	21
BTK	X	100611762	100611953	14	14
BTK	X	100612487	100612581	13	14
BTK	X	100613288	100613435	12	14
BTK	X	100613595	100613694	11	14
BTK	X	100614271	100614345	10	15
BTK	X	100615066	100615148	9	15
BTK	X	100615546	100615753	8	20
BTK	X	100617151	100617238	7	11
BTK	X	100617539	100617687	6	17
BTK	X	100624976	100625077	5	16
BTK	X	100626611	100626699	4	14
BTK	X	100629514	100629632	3	21
BTK	X	100630122	100630272	2	14
TP53	17	7572927	7573018	11	35
TP53	17	7573917	7574043	10	38
TP53	17	7576843	7576936	9	49
TP53	17	7577009	7577165	8	43
TP53	17	7577489	7577618	7	25
TP53	17	7578167	7578299	6	35
TP53	17	7578361	7578564	5	30
TP53	17	7579302	7579600	4	35
TP53	17	7579690	7579731	3	34
TP53	17	7579829	7579912	2	39
EPHA2	1	16451710	16451825	17	27
EPHA2	1	16455919	16456094	16	29
EPHA2	1	16456711	16456924	15	36
EPHA2	1	16458206	16458375	14	36
EPHA2	1	16458549	16458778	13	43
EPHA2	1	16458863	16458944	12	32
EPHA2	1	16459665	16459873	11	38
EPHA2	1	16459966	16460111	10	47
EPHA2	1	16460345	16460420	9	46
EPHA2	1	16460953	16461072	8	27
EPHA2	1	16461521	16461694	7	33
EPHA2	1	16462140	16462275	6	36
EPHA2	1	16464338	16464690	5	46
EPHA2	1	16464760	16464935	4	43
EPHA2	1	16474863	16475552	3	39
EPHA2	1	16477381	16477468	2	44
EPHA2	1	16482333	16482427	1	33
CASZ1	1	10698999	10700126	21	21
CASZ1	1	10702906	10703067	20	54
CASZ1	1	10703207	10703378	19	44
CASZ1	1	10704964	10705155	18	30
CASZ1	1	10706175	10706393	17	41
CASZ1	1	10707848	10708206	16	45
CASZ1	1	10709117	10709259	15	38
CASZ1	1	10709330	10709504	14	35
CASZ1	1	10710739	10710822	13	30
CASZ1	1	10710988	10711143	12	33
CASZ1	1	10713424	10714285	11	40
CASZ1	1	10714466	10714658	10	32
CASZ1	1	10715696	10715880	9	43
CASZ1	1	10716693	10716803	8	37
CASZ1	1	10718555	10718643	7	49
CASZ1	1	10719749	10720603	6	42
CASZ1	1	10725130	10725638	5	39
CASZ1	1	10753921	10753946	4	42
EPAS1	2	46525051	46525086	1	33
EPAS1	2	46574002	46574212	2	37
EPAS1	2	46583280	46583451	3	31
EPAS1	2	46583853	46583957	4	37
EPAS1	2	46587767	46587905	5	34
EPAS1	2	46588014	46588239	6	30
EPAS1	2	46596956	46597082	7	34
EPAS1	2	46602819	46602986	8	29
EPAS1	2	46603668	46603902	9	35
EPAS1	2	46605023	46605236	10	40
EPAS1	2	46605786	46605916	11	42
EPAS1	2	46607356	46607866	12	34
EPAS1	2	46608725	46608871	13	45
EPAS1	2	46609104	46609238	14	50
EPAS1	2	46609554	46609747	15	40
EPAS1	2	46611638	46611799	16	34
PIK3R4	3	130398159	130398339	20	33
PIK3R4	3	130399447	130399575	19	38
PIK3R4	3	130399811	130399919	18	29
PIK3R4	3	130400325	130400445	17	30
PIK3R4	3	130403084	130403235	16	27
PIK3R4	3	130405045	130405276	15	34
PIK3R4	3	130409324	130409508	14	33
PIK3R4	3	130422557	130422742	13	42
PIK3R4	3	130424395	130424625	12	32
PIK3R4	3	130425782	130425989	11	33
PIK3R4	3	130427125	130427346	10	31
PIK3R4	3	130435230	130435453	9	31
PIK3R4	3	130437223	130437388	8	40
PIK3R4	3	130442248	130442441	7	29
PIK3R4	3	130447297	130447538	6	32
PIK3R4	3	130449142	130449296	5	32
PIK3R4	3	130452382	130452984	4	38
PIK3R4	3	130454703	130454856	3	28
PIK3R4	3	130463320	130464062	2	29
PIK3R1	5	67522504	67522847	2	36
PIK3R1	5	67569208	67569320	3	38
PIK3R1	5	67569757	67569851	4	27
PIK3R1	5	67575420	67575571	5	33
PIK3R1	5	67576346	67576567	6	40
PIK3R1	5	67576745	67576844	7	40
PIK3R1	5	67588077	67588199	8	37
PIK3R1	5	67588919	67589037	9	31
PIK3R1	5	67589121	67589321	10	33
PIK3R1	5	67589527	67589672	11	32
PIK3R1	5	67590354	67590516	12	29
PIK3R1	5	67590966	67591162	13	28
PIK3R1	5	67591238	67591326	14	30
PIK3R1	5	67591989	67592179	15	43
PIK3R1	5	67593230	67593429	16	40
MST1R	3	49924740	49925005	20	42
MST1R	3	49927347	49927503	19	29
MST1R	3	49927908	49928093	18	38
MST1R	3	49928620	49928749	17	33
MST1R	3	49928822	49929023	16	39
MST1R	3	49929181	49929281	15	23
MST1R	3	49932590	49932816	14	38
MST1R	3	49932870	49932991	13	41
MST1R	3	49933138	49933323	12	35
MST1R	3	49933384	49933550	11	31
MST1R	3	49933618	49933847	10	39
MST1R	3	49933963	49934076	9	30
MST1R	3	49934152	49934333	8	34
MST1R	3	49934703	49934859	7	44
MST1R	3	49934943	49935128	6	50
MST1R	3	49935474	49935654	5	43
MST1R	3	49935941	49936131	4	30
MST1R	3	49936290	49936438	3	31
MST1R	3	49936498	49936706	2	46
MST1R	3	49939803	49941042	1	43
CD79B	17	62006586	62006694	6	35
CD79B	17	62006784	62006845	5	42
CD79B	17	62007120	62007258	4	40
CD79B	17	62007424	62007755	3	36
CD79B	17	62008685	62008758	2	56
CD79B	17	62009545	62009621	1	45
CD79A	19	42381375	42381463	1	35
CD79A	19	42383050	42383369	2	42
CD79A	19	42383595	42383733	3	46
CD79A	19	42384727	42384815	4	20
CD79A	19	42384924	42385047	5	29
BRIP1	17	59760657	59761511	20	32
BRIP1	17	59763187	59763536	19	35
BRIP1	17	59770781	59770883	18	36
BRIP1	17	59793302	59793434	17	25
BRIP1	17	59820364	59820505	16	33
BRIP1	17	59821783	59821962	15	42
BRIP1	17	59853752	59853933	14	22
BRIP1	17	59857612	59857772	13	31
BRIP1	17	59858191	59858376	12	37
BRIP1	17	59861621	59861795	11	31
BRIP1	17	59870948	59871100	10	38
BRIP1	17	59876451	59876670	9	38
BRIP1	17	59878604	59878845	8	38
BRIP1	17	59885818	59886128	7	27
BRIP1	17	59924452	59924591	6	36
BRIP1	17	59926480	59926627	5	26
BRIP1	17	59934409	59934602	4	38
BRIP1	17	59937147	59937278	3	34
BRIP1	17	59938798	59938900	2	36
RACGAP1	12	50384051	50384136	18	35
RACGAP1	12	50384457	50384585	17	26
RACGAP1	12	50385771	50385926	16	30
RACGAP1	12	50386018	50386170	15	29
RACGAP1	12	50386323	50386448	14	30
RACGAP1	12	50387904	50388122	13	32
RACGAP1	12	50388187	50388302	12	29
RACGAP1	12	50390813	50390997	11	27
RACGAP1	12	50392914	50393064	10	31
RACGAP1	12	50393389	50393526	9	43
RACGAP1	12	50394945	50395045	8	40
RACGAP1	12	50396020	50396093	7	30
RACGAP1	12	50398008	50398097	6	31
RACGAP1	12	50399029	50399185	5	46
RACGAP1	12	50400207	50400429	4	35
RACGAP1	12	50410404	50410498	3	33
ZNF703	8	37553498	37553750	1	0
ZNF703	8	37554653	37556192	2	0
H3C2	6	26031878	26032288	1	42
RBM10	X	47006881	47006907	2	25
RBM10	X	47028704	47028907	3	17
RBM10	X	47030417	47030667	4	20
RBM10	X	47032517	47032606	5	25
RBM10	X	47034408	47034501	6	21
RBM10	X	47035889	47035995	7	13
RBM10	X	47038492	47038572	8	26
RBM10	X	47038708	47038904	9	15
RBM10	X	47039269	47039449	10	22
RBM10	X	47039601	47039718	11	18
RBM10	X	47039808	47039915	12	14
RBM10	X	47040604	47040810	13	9
RBM10	X	47040896	47041055	14	16
RBM10	X	47041138	47041275	15	19
RBM10	X	47041340	47041451	16	15
RBM10	X	47041551	47041735	17	20
RBM10	X	47044444	47044613	18	28
RBM10	X	47044691	47044776	19	20
RBM10	X	47044831	47045039	20	23
RBM10	X	47045105	47045199	21	31
RBM10	X	47045454	47045580	22	27
RBM10	X	47045647	47045796	23	21
RBM10	X	47045863	47045998	24	23
ZRSR2	X	15808619	15808669	1	17
ZRSR2	X	15809047	15809146	2	12
ZRSR2	X	15817985	15818086	3	15
ZRSR2	X	15821801	15821929	4	5
ZRSR2	X	15822224	15822330	5	17
ZRSR2	X	15826346	15826404	6	14
ZRSR2	X	15827313	15827451	7	19
ZRSR2	X	15833790	15834023	8	19
ZRSR2	X	15836700	15836775	9	18
ZRSR2	X	15838320	15838449	10	21
ZRSR2	X	15840844	15841365	11	20
STAT5B	17	40353756	40353892	19	41
STAT5B	17	40354348	40354475	18	38
STAT5B	17	40354765	40354836	17	43
STAT5B	17	40359566	40359756	16	34
STAT5B	17	40362179	40362329	15	26
STAT5B	17	40362411	40362525	14	27
STAT5B	17	40363992	40364218	13	39
STAT5B	17	40368022	40368134	12	33
STAT5B	17	40369168	40369310	11	43
STAT5B	17	40369385	40369492	10	30
STAT5B	17	40370159	40370358	9	42
STAT5B	17	40370731	40370906	8	45
STAT5B	17	40371320	40371491	7	40
STAT5B	17	40371720	40371870	6	35
STAT5B	17	40375390	40375584	5	26
STAT5B	17	40376787	40376896	4	41
STAT5B	17	40379537	40379713	3	26
STAT5B	17	40384008	40384145	2	35
PTPRN2	7	157333408	157333489	23	0
PTPRN2	7	157341630	157341723	22	0
PTPRN2	7	157361584	157361668	21	0
PTPRN2	7	157364122	157364195	20	0
PTPRN2	7	157369295	157369481	19	0
PTPRN2	7	157370703	157370842	18	0
PTPRN2	7	157387920	157388017	17	0
PTPRN2	7	157396684	157396777	16	0
PTPRN2	7	157414044	157414211	15	0
PTPRN2	7	157449039	157449253	14	0
PTPRN2	7	157475407	157475639	13	0
PTPRN2	7	157691355	157691439	12	0
PTPRN2	7	157873980	157874079	11	0
PTPRN2	7	157903511	157903617	10	0
PTPRN2	7	157926359	157926761	9	0
PTPRN2	7	157929337	157929397	8	0
PTPRN2	7	157930976	157931217	7	0
PTPRN2	7	157959613	157959993	6	0
PTPRN2	7	157985009	157985197	5	0
PTPRN2	7	157997853	157997975	4	0
PTPRN2	7	158109501	158109634	3	0
PTPRN2	7	158282417	158282487	2	0
PTPRN2	7	158380240	158380361	1	0
XRCC1	19	44047544	44047667	17	31
XRCC1	19	44047754	44047849	16	27
XRCC1	19	44048286	44048396	15	36
XRCC1	19	44049960	44050119	14	47
XRCC1	19	44050194	44050268	13	30
XRCC1	19	44050737	44050889	12	40
XRCC1	19	44051026	44051139	11	35
XRCC1	19	44055713	44055849	10	35
XRCC1	19	44056159	44056437	9	35
XRCC1	19	44056939	44057070	8	30
XRCC1	19	44057124	44057253	7	40
XRCC1	19	44057543	44057674	6	44
XRCC1	19	44057751	44057845	5	33
XRCC1	19	44058788	44058966	4	42
XRCC1	19	44065052	44065182	3	37
XRCC1	19	44079052	44079164	2	36
XRCC1	19	44079550	44079610	1	35
PTK6	20	62160889	62161086	8	38
PTK6	20	62161421	62161594	7	45
PTK6	20	62162089	62162290	6	32
PTK6	20	62163869	62164050	5	47
PTK6	20	62164894	62165067	4	31
PTK6	20	62165495	62165678	3	52
PTK6	20	62166281	62166422	2	51
PTK6	20	62168428	62168667	1	52
SMARCA1	X	128582286	128582430	24	0
SMARCA1	X	128599487	128599719	23	0
SMARCA1	X	128599811	128599949	22	0
SMARCA1	X	128602740	128602892	21	0
SMARCA1	X	128605171	128605313	20	0
SMARCA1	X	128614668	128614801	19	0
SMARCA1	X	128615042	128615172	18	0
SMARCA1	X	128620985	128621124	17	0
SMARCA1	X	128622904	128623072	16	0
SMARCA1	X	128624027	128624179	15	0
SMARCA1	X	128625908	128626080	14	0
SMARCA1	X	128627007	128627062	13	0
SMARCA1	X	128630717	128630858	12	0
SMARCA1	X	128631812	128632058	11	0
SMARCA1	X	128633699	128633828	10	0
SMARCA1	X	128638701	128638789	9	0
SMARCA1	X	128640047	128640198	8	0
SMARCA1	X	128641908	128642083	7	0
SMARCA1	X	128645771	128645970	6	0
SMARCA1	X	128649654	128649774	5	0
SMARCA1	X	128649861	128649981	4	0
SMARCA1	X	128650298	128650484	3	0
SMARCA1	X	128652328	128652434	2	0
SMARCA1	X	128657164	128657347	1	0
C21orf91	21	19165732	19165908	5	0
C21orf91	21	19167515	19167597	4	0
C21orf91	21	19168889	19169445	3	0
C21orf91	21	19190499	19190635	2	0
SMARCA4	19	11094828	11095059	3	37
SMARCA4	19	11095939	11096091	4	43
SMARCA4	19	11096855	11097279	5	41
SMARCA4	19	11097571	11097689	6	41
SMARCA4	19	11098332	11098610	7	38
SMARCA4	19	11099983	11100129	8	54
SMARCA4	19	11101816	11102009	9	36
SMARCA4	19	11105494	11105687	10	35
SMARCA4	19	11106879	11107066	11	37
SMARCA4	19	11107160	11107230	12	45
SMARCA4	19	11113695	11113845	13	33
SMARCA4	19	11114006	11114083	14	33
SMARCA4	19	11118568	11118709	15	34
SMARCA4	19	11121047	11121217	16	43
SMARCA4	19	11123615	11123798	17	41
SMARCA4	19	11129623	11129709	18	56
SMARCA4	19	11130257	11130387	19	39
SMARCA4	19	11132391	11132653	20	46
SMARCA4	19	11134184	11134317	21	46
SMARCA4	19	11134997	11135124	22	31
SMARCA4	19	11136088	11136194	23	36
SMARCA4	19	11136966	11137032	24	31
SMARCA4	19	11138450	11138636	25	36
SMARCA4	19	11141396	11141579	26	43
SMARCA4	19	11143956	11144203	27	30
SMARCA4	19	11144433	11144551	28	36
SMARCA4	19	11144789	11144886	29	46
SMARCA4	19	11145580	11145818	30	45
SMARCA4	19	11151973	11152246	31	32
SMARCA4	19	11168921	11169049	32	36
SMARCA4	19	11169454	11169575	33	32
SMARCA4	19	11170419	11170571	34	32
SMARCA4	19	11170711	11170873	35	34
SMARCA4	19	11172450	11172492	36	35
STAG2	X	123156478	123156531	3	20
STAG2	X	123159680	123159778	4	16
STAG2	X	123164801	123164985	5	16
STAG2	X	123171367	123171483	6	20
STAG2	X	123176409	123176505	7	16
STAG2	X	123179004	123179228	8	19
STAG2	X	123181194	123181365	9	17
STAG2	X	123182845	123182938	10	16
STAG2	X	123184026	123184169	11	12
STAG2	X	123184961	123185079	12	10
STAG2	X	123185155	123185254	13	19
STAG2	X	123189968	123190095	14	11
STAG2	X	123191706	123191837	15	20
STAG2	X	123195064	123195201	16	15
STAG2	X	123195611	123195734	17	17
STAG2	X	123196742	123196854	18	16
STAG2	X	123196956	123197065	19	20
STAG2	X	123197688	123197911	20	16
STAG2	X	123199716	123199806	21	17
STAG2	X	123200015	123200122	22	16
STAG2	X	123200196	123200296	23	17
STAG2	X	123202404	123202516	24	17
STAG2	X	123204989	123205183	25	16
STAG2	X	123210172	123210331	26	10
STAG2	X	123211797	123211918	27	24
STAG2	X	123215220	123215388	28	15
STAG2	X	123217261	123217409	29	20
STAG2	X	123220387	123220630	30	20
STAG2	X	123224415	123224624	31	17
STAG2	X	123224694	123224824	32	15
STAG2	X	123227858	123228004	33	14
STAG2	X	123229212	123229309	34	26
STAG2	X	123234414	123234447	35	19
TG	8	133879246	133879322	1	50
TG	8	133880350	133880478	2	31
TG	8	133881964	133882081	3	28
TG	8	133883583	133883806	4	33
TG	8	133885297	133885476	5	32
TG	8	133894098	133894224	6	30
TG	8	133894704	133894867	7	32
TG	8	133895049	133895254	8	28
TG	8	133898683	133899803	9	34
TG	8	133900219	133900823	10	30
TG	8	133905925	133906184	11	32
TG	8	133909884	133910041	12	37
TG	8	133910404	133910501	13	29
TG	8	133911033	133911165	14	28
TG	8	133912472	133912594	15	30
TG	8	133913588	133913808	16	42
TG	8	133918923	133919155	17	35
TG	8	133920421	133920595	18	33
TG	8	133923612	133923788	19	32
TG	8	133925282	133925520	20	28
TG	8	133931611	133931780	21	35
TG	8	133935573	133935763	22	30
TG	8	133941311	133941447	23	22
TG	8	133945796	133945931	24	26
TG	8	133947991	133948119	25	34
TG	8	133953586	133953797	26	42
TG	8	133961011	133961198	27	32
TG	8	133973243	133973328	28	36
TG	8	133975229	133975329	29	30
TG	8	133978795	133978952	30	33
TG	8	133980029	133980225	31	31
TG	8	133981693	133981824	32	30
TG	8	133984029	133984128	33	25
TG	8	133984833	133984996	34	30
TG	8	133995585	133995667	35	30
TG	8	134024136	134024290	36	32
TG	8	134025835	134026019	37	40
TG	8	134030013	134030252	38	32
TG	8	134031837	134031950	39	37
TG	8	134034226	134034405	40	29
TG	8	134042056	134042278	41	38
TG	8	134107278	134107462	42	29
TG	8	134108440	134108627	43	29
TG	8	134125656	134125857	44	40
TG	8	134128843	134128970	45	35
TG	8	134144046	134144200	46	30
TG	8	134145704	134145914	47	43
TG	8	134146910	134147038	48	34
FUBP1	1	78414451	78414469	20	33
FUBP1	1	78414830	78414995	19	27
FUBP1	1	78420930	78421024	18	35
FUBP1	1	78422247	78422395	17	31
FUBP1	1	78425859	78425958	16	44
FUBP1	1	78426019	78426190	15	40
FUBP1	1	78428445	78428625	14	33
FUBP1	1	78429249	78429410	13	35
FUBP1	1	78429737	78429857	12	32
FUBP1	1	78429929	78430051	11	37
FUBP1	1	78430321	78430442	10	24
FUBP1	1	78430545	78430663	9	31
FUBP1	1	78430743	78430925	8	27
FUBP1	1	78432368	78432445	7	40
FUBP1	1	78432558	78432649	6	24
FUBP1	1	78432723	78432795	5	42
FUBP1	1	78433301	78433360	4	39
FUBP1	1	78433839	78433897	3	29
FUBP1	1	78435599	78435709	2	26
FUBP1	1	78444559	78444688	1	23
ATM	11	108098352	108098433	2	38
ATM	11	108098493	108098625	3	32
ATM	11	108099895	108100060	4	57
ATM	11	108106387	108106571	5	35
ATM	11	108114670	108114855	6	34
ATM	11	108115505	108115763	7	27
ATM	11	108117681	108117864	8	29
ATM	11	108119650	108119839	9	34
ATM	11	108121418	108121809	10	33
ATM	11	108122554	108122768	11	28
ATM	11	108123534	108123649	12	33
ATM	11	108124531	108124776	13	27
ATM	11	108126932	108127077	14	30
ATM	11	108128198	108128343	15	32
ATM	11	108129703	108129812	16	37
ATM	11	108137888	108138079	17	38
ATM	11	108139127	108139346	18	28
ATM	11	108141781	108141883	19	29
ATM	11	108141968	108142143	20	27
ATM	11	108143249	108143344	21	31
ATM	11	108143439	108143589	22	30
ATM	11	108150208	108150345	23	35
ATM	11	108151712	108151905	24	27
ATM	11	108153427	108153616	25	31
ATM	11	108154944	108155210	26	30
ATM	11	108158317	108158452	27	39
ATM	11	108159694	108159840	28	37
ATM	11	108160319	108160538	29	38
ATM	11	108163336	108163530	30	32
ATM	11	108164030	108164214	31	37
ATM	11	108165644	108165796	32	33
ATM	11	108168004	108168119	33	35
ATM	11	108170431	108170622	34	35
ATM	11	108172365	108172526	35	41
ATM	11	108173570	108173766	36	31
ATM	11	108175392	108175589	37	32
ATM	11	108178614	108178721	38	26
ATM	11	108180877	108181052	39	33
ATM	11	108183128	108183235	40	37
ATM	11	108186540	108186648	41	36
ATM	11	108186728	108186850	42	40
ATM	11	108188090	108188258	43	27
ATM	11	108190671	108190795	44	31
ATM	11	108192018	108192157	45	29
ATM	11	108196027	108196281	46	30
ATM	11	108196775	108196962	47	37
ATM	11	108198362	108198495	48	33
ATM	11	108199738	108199975	49	36
ATM	11	108200931	108201158	50	37
ATM	11	108202161	108202294	51	30
ATM	11	108202596	108202774	52	30
ATM	11	108203479	108203637	53	25
ATM	11	108204603	108204705	54	30
ATM	11	108205686	108205846	55	34
ATM	11	108206562	108206698	56	40
ATM	11	108213939	108214108	57	34
ATM	11	108216460	108216645	58	32
ATM	11	108217996	108218102	59	38
ATM	11	108224483	108224617	60	30
ATM	11	108225528	108225611	61	41
ATM	11	108235799	108235955	62	41
ATM	11	108236042	108236235	63	35
CCSER1	4	91229436	91230769	2	0
CCSER1	4	91234004	91234208	3	0
CCSER1	4	91321177	91321290	4	0
CCSER1	4	91389375	91389515	5	0
CCSER1	4	91549166	91549393	6	0
CCSER1	4	91645055	91645152	7	0
CCSER1	4	91736903	91737006	8	0
CCSER1	4	91844511	91844608	9	0
CCSER1	4	92007091	92007155	10	0
CCSER1	4	92519713	92520208	11	0
CALR	19	13049494	13049594	1	51
CALR	19	13049938	13050059	2	51
CALR	19	13050232	13050455	3	38
CALR	19	13050857	13050971	4	37
CALR	19	13051047	13051276	5	36
CALR	19	13051345	13051478	6	35
CALR	19	13051548	13051711	7	34
CALR	19	13054341	13054453	8	40
CALR	19	13054517	13054727	9	34
BAP1	3	52436304	52436447	17	42
BAP1	3	52436608	52436700	16	39
BAP1	3	52436785	52436897	15	37
BAP1	3	52437144	52437324	14	36
BAP1	3	52437422	52437920	13	46
BAP1	3	52438459	52438612	12	36
BAP1	3	52439116	52439320	11	30
BAP1	3	52439771	52439938	10	33
BAP1	3	52440259	52440402	9	40
BAP1	3	52440835	52440933	8	36
BAP1	3	52441180	52441342	7	32
BAP1	3	52441405	52441486	6	52
BAP1	3	52441964	52442103	5	39
BAP1	3	52442480	52442632	4	43
BAP1	3	52443560	52443634	3	42
BAP1	3	52443720	52443769	2	47
BAP1	3	52443848	52443894	1	38
ATR	3	142168271	142168454	47	39
ATR	3	142171960	142172085	46	34
ATR	3	142176436	142176607	45	34
ATR	3	142177790	142177963	44	37
ATR	3	142178059	142178235	43	30
ATR	3	142180772	142180942	42	40
ATR	3	142183929	142184092	41	26
ATR	3	142185156	142185385	40	42
ATR	3	142186766	142186920	39	28
ATR	3	142188169	142188421	38	30
ATR	3	142188918	142189035	37	31
ATR	3	142203972	142204134	36	28
ATR	3	142211964	142212163	35	33
ATR	3	142215193	142215372	34	20
ATR	3	142215845	142216044	33	30
ATR	3	142217429	142217626	32	35
ATR	3	142218459	142218570	31	48
ATR	3	142222194	142222305	30	36
ATR	3	142223971	142224155	29	39
ATR	3	142226763	142226961	28	41
ATR	3	142231092	142231322	27	38
ATR	3	142232333	142232490	26	30
ATR	3	142234227	142234367	25	31
ATR	3	142238501	142238636	24	42
ATR	3	142241560	142241693	23	33
ATR	3	142242825	142243051	22	40
ATR	3	142253912	142254057	21	26
ATR	3	142254940	142255053	20	32
ATR	3	142257314	142257477	19	52
ATR	3	142259736	142259886	18	31
ATR	3	142261497	142261609	17	26
ATR	3	142266557	142266762	16	26
ATR	3	142268311	142268525	15	27
ATR	3	142268964	142269154	14	30
ATR	3	142272059	142272250	13	28
ATR	3	142272472	142272592	12	24
ATR	3	142272657	142272867	11	34
ATR	3	142274709	142274991	10	24
ATR	3	142275215	142275427	9	29
ATR	3	142277456	142277628	8	30
ATR	3	142278083	142278293	7	23
ATR	3	142279095	142279306	6	31
ATR	3	142280075	142280273	5	25
ATR	3	142281064	142281961	4	33
ATR	3	142284953	142285113	3	34
ATR	3	142286895	142287006	2	31
ATR	3	142297478	142297546	1	52
TOP2A	17	38545771	38545909	35	37
TOP2A	17	38546207	38546426	34	35
TOP2A	17	38547748	38547902	33	26
TOP2A	17	38548310	38548373	32	25
TOP2A	17	38548460	38548603	31	35
TOP2A	17	38548827	38548999	30	28
TOP2A	17	38551691	38551801	29	38
TOP2A	17	38552525	38552727	28	36
TOP2A	17	38554800	38554903	27	37
TOP2A	17	38555015	38555199	26	34
TOP2A	17	38555282	38555393	25	39
TOP2A	17	38556114	38556329	24	31
TOP2A	17	38556451	38556671	23	36
TOP2A	17	38556771	38556925	22	32
TOP2A	17	38557092	38557343	21	31
TOP2A	17	38559148	38559316	20	34
TOP2A	17	38560394	38560535	19	37
TOP2A	17	38560619	38560753	18	32
TOP2A	17	38561033	38561145	17	34
TOP2A	17	38562626	38562755	16	40
TOP2A	17	38562826	38562951	15	33
TOP2A	17	38563074	38563204	14	50
TOP2A	17	38563791	38563936	13	30
TOP2A	17	38564209	38564386	12	34
TOP2A	17	38564734	38564892	11	21
TOP2A	17	38567351	38567508	10	31
TOP2A	17	38567596	38567717	9	35
TOP2A	17	38567887	38568080	8	35
TOP2A	17	38569001	38569233	7	38
TOP2A	17	38569437	38569554	6	46
TOP2A	17	38569722	38569887	5	36
TOP2A	17	38572247	38572330	4	41
TOP2A	17	38572664	38572774	3	41
TOP2A	17	38572982	38573157	2	37
TOP2A	17	38574013	38574043	1	35
RYR1	19	38924470	38924524	1	0
RYR1	19	38931375	38931514	2	0
RYR1	19	38932979	38933103	3	0
RYR1	19	38934188	38934282	4	0
RYR1	19	38934348	38934446	5	0
RYR1	19	38934779	38934911	6	0
RYR1	19	38935214	38935327	7	0
RYR1	19	38937102	38937215	8	0
RYR1	19	38937324	38937418	9	0
RYR1	19	38938985	38939161	10	0
RYR1	19	38939279	38939463	11	0
RYR1	19	38942394	38942535	12	0
RYR1	19	38943449	38943664	13	0
RYR1	19	38945865	38946020	14	0
RYR1	19	38946081	38946196	15	0
RYR1	19	38946263	38946401	16	0
RYR1	19	38948127	38948280	17	0
RYR1	19	38948681	38948942	18	0
RYR1	19	38949776	38949988	19	0
RYR1	19	38951005	38951241	20	0
RYR1	19	38954053	38954177	21	0
RYR1	19	38954377	38954500	22	0
RYR1	19	38955269	38955372	23	0
RYR1	19	38956721	38957048	24	0
RYR1	19	38958240	38958462	25	0
RYR1	19	38959596	38959790	26	0
RYR1	19	38959935	38960163	27	0
