chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
7	61981001	62002000	AMPLIFICATION	0	0.0000	2.0629	0.3119	1.3228	1.2025	1.1564	2.0629	0.3119	0.0000	4.1258	0.0000	0.0000	4.1217	true	NONE	18	0.5000	0.3664	1.4503	61981001	61981001
7	62002001	62004000	HET_DELETION	0	0.0000	1.1569	0.6833	0.3755	0.3965	0.3812	0.0000	1.5000	0.0000	1.1569	0.0000	0.0000	1.1691	true	NONE	2	0.0000	0.3575	1.4628	62002001	62002001
7	62004001	62005000	HET_DELETION	0	0.0000	0.5402	0.9967	0.1788	0.2049	0.1971	0.0000	1.5000	0.0000	0.5402	0.0000	0.0000	0.5563	true	NONE	1	0.0000	0.3530	1.5839	62004001	62004001
7	62005001	62027000	DIPLOID	0	0.0000	1.9762	0.1205	1.2674	1.0622	1.0215	1.9762	0.1205	0.0000	3.9525	0.0000	0.0000	3.9512	true	NONE	18	0.5000	0.3672	1.4190	61981001	62005001
7	62027001	62470000	DIPLOID	19	0.5417	1.7657	0.8651	1.2362	1.0213	0.9825	2.0888	0.4292	0.7011	3.8545	0.0000	0.0000	3.8541	true	NONE	385	0.5419	0.3693	1.5293	62027001	62027001
7	62470001	62471000	AMPLIFICATION	0	0.0000	2.6767	0.9609	1.7144	1.2730	1.2254	2.6767	0.9609	0.0000	5.3534	0.0000	0.0000	5.3479	true	NONE	1	0.5000	0.4440	1.9414	62470001	62470001
7	62471001	62477000	AMPLIFICATION	0	0.0000	3.2606	0.9037	2.0870	1.8066	1.7392	3.2606	0.9037	0.0000	6.5213	0.0000	0.0000	6.5050	true	NONE	6	0.5000	0.4967	2.4085	62471001	62471001
7	62477001	64686000	DIPLOID	481	0.5299	1.9171	0.4033	1.2561	0.9878	0.9535	2.0000	0.1000	0.2667	3.9171	0.0000	0.0000	3.9173	true	NONE	1238	0.5106	0.4086	1.4332	62470001	62477001
7	64686001	64690000	HET_DELETION	0	0.0000	1.2857	0.9317	0.8268	0.7106	0.6869	1.2857	0.9317	0.0000	2.5715	0.0000	0.0000	2.5773	true	NONE	2	0.5000	0.1427	1.2286	64686001	64686001
7	64690001	64879000	DIPLOID	139	0.5301	2.0000	0.1000	1.2883	1.0494	1.0144	2.0180	0.1000	0.1060	4.0180	0.0000	0.0000	4.0170	true	NONE	174	0.5022	0.4107	1.4072	64686001	64690001
7	64879001	64888000	NOISE	5	0.5083	4.3095	0.9517	2.8027	2.2282	2.1535	4.4550	0.9963	0.9902	8.7646	0.0000	0.0000	8.7398	true	NONE	3	0.5083	0.4557	3.3058	64879001	64879001
7	64888001	64896000	AMPLIFICATION	10	0.5176	2.4935	0.9984	1.6557	1.4339	1.3858	2.6760	0.9613	1.0144	5.1694	0.0000	0.0000	5.1607	true	NONE	8	0.5176	0.3895	1.8678	64888001	64888001
7	64896001	67630000	DIPLOID	1825	0.5308	1.8715	0.5879	1.2416	1.0102	0.9746	2.0000	0.1000	0.3651	3.8715	0.0000	0.0000	3.8713	true	NONE	1856	0.5166	0.4497	1.4514	64879001	64896001
7	67630001	67634000	AMPLIFICATION	1	0.5707	2.5389	0.9967	1.8943	1.7988	1.7312	3.3785	0.9843	1.1306	5.9175	0.0000	0.0000	5.9013	true	NONE	4	0.5709	0.4090	2.1670	67630001	67630001
7	67634001	67636000	AMPLIFICATION	0	0.0000	2.4479	0.9957	1.5684	1.2096	1.1642	2.4479	0.9957	0.0000	4.8958	0.0000	0.0000	4.8916	true	NONE	2	0.5000	0.4450	1.7583	67634001	67634001
7	67636001	69006000	DIPLOID	773	0.5303	1.8295	0.7235	1.2282	0.9645	0.9294	2.0000	0.1000	0.4367	3.8295	0.0000	0.0000	3.8302	true	NONE	1346	0.5223	0.4351	1.4682	67630001	67636001
7	69006001	69057000	DIPLOID	46	0.5331	1.7483	0.8918	1.2010	0.9947	0.9581	1.9958	0.1000	0.5287	3.7441	0.0000	0.0000	3.7442	true	NONE	50	0.5331	0.4329	1.5024	69006001	69006001
7	69057001	70310000	DIPLOID	657	0.5271	1.9009	0.4727	1.2510	1.0110	0.9776	2.0000	0.1000	0.3019	3.9009	0.0000	0.0000	3.9007	true	NONE	1217	0.5127	0.4116	1.4396	69057001	69057001
7	70310001	70311000	HET_DELETION	0	0.0000	0.8782	0.5630	0.5668	0.4772	0.4630	0.8782	0.7457	0.0000	1.7564	0.0000	0.0000	1.7669	true	NONE	1	0.5000	0.4930	1.0974	70310001	70310001
7	70311001	70421000	DIPLOID	62	0.5226	1.8878	0.5261	1.2468	0.9697	0.9409	2.0000	0.1000	0.3272	3.8878	0.0000	0.0000	3.8884	true	NONE	109	0.5144	0.4483	1.4449	70310001	70311001
7	70421001	70426000	HET_DELETION	0	0.0000	0.9697	0.1532	0.6252	0.4643	0.4507	0.9697	0.1987	0.0000	1.9394	0.0000	0.0000	1.9502	true	NONE	5	0.5000	0.4746	1.0242	70421001	70421001
7	70426001	73543000	DIPLOID	1253	0.5303	1.8448	0.6779	1.2331	0.9890	0.9571	2.0000	0.1000	0.4125	3.8448	0.0000	0.0000	3.8451	true	NONE	2275	0.5202	0.4600	1.4621	70421001	70426001
7	73543001	73550000	HET_DELETION	0	0.0000	1.5848	0.9919	1.0177	0.8335	0.8052	1.5848	0.9919	0.0000	3.1697	0.0000	0.0000	3.1730	true	NONE	7	0.5000	0.4587	1.4679	73543001	73543001
7	73550001	73551000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0213	0.0212	0.0205	0.0466	1.6638	0.0000	0.0466	0.0000	0.0000	0.0663	true	NONE	1	1.0000	0.4740	1.7814	73550001	73550001
7	73551001	73828000	DIPLOID	138	0.5294	1.7607	0.8732	1.2001	1.0000	0.9664	1.9807	0.1000	0.5152	3.7414	0.0000	0.0000	3.7414	true	NONE	253	0.5294	0.5060	1.5034	73543001	73551001
7	73828001	73831000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	2	1.0000	0.4815	1.8000	73828001	73829001
7	73831001	76628000	DIPLOID	756	0.5304	1.8397	0.6937	1.2315	1.0019	0.9715	2.0000	0.1000	0.4210	3.8397	0.0000	0.0000	3.8396	true	NONE	1110	0.5209	0.4963	1.4641	73828001	73831001
7	76628001	77108000	DIPLOID	182	0.5276	2.0000	0.1000	1.3187	1.0591	1.0297	2.1131	0.5296	0.3322	4.1131	0.0000	0.0000	4.1119	true	NONE	289	0.5138	0.3993	1.4453	76628001	76809001
7	77108001	77981839	DIPLOID	585	0.5282	1.9769	0.1170	1.2752	1.0408	1.0113	2.0000	0.1000	0.1146	3.9769	0.0000	0.0000	3.9761	true	NONE	830	0.5029	0.3947	1.4092	77108001	77108001
7	77981840	78035000	DIPLOID	84	0.6740	0.9889	0.1000	0.9775	1.0156	0.9864	2.0548	0.2734	0.2517	3.0437	0.0000	0.0000	3.0434	true	DEL	51	0.6751	0.3630	1.4264	77981840	77981840
7	78035001	78082248	DIPLOID	0	0.0000	3.0631	0.3128	0.9837	1.0370	1.0072	0.0000	1.5000	0.0000	3.0631	0.0000	0.0000	3.0624	true	NONE	46	0.0000	0.3678	2.2252	78035001	78035001
7	78082249	78159000	DIPLOID	0	0.0000	2.0081	0.1000	1.2878	1.0173	0.9882	2.0081	0.1000	0.0000	4.0163	0.0000	0.0000	4.0159	true	DEL	76	0.5000	0.3626	1.4065	78082249	78082249
7	78159001	78177000	DIPLOID	0	0.0000	1.9523	0.2389	1.2522	0.9970	0.9685	1.9523	0.2389	0.0000	3.9047	0.0000	0.0000	3.9048	true	NONE	17	0.5000	0.3804	1.4381	78159001	78159001
7	78177001	78190206	DIPLOID	13	0.5369	1.9003	0.4753	1.2508	1.0175	0.9884	2.0000	0.1000	0.3089	3.9003	0.0000	0.0000	3.9000	true	NONE	13	0.5128	0.3778	1.4399	78177001	78177001
7	78190207	78257685	DIPLOID	60	0.6743	0.9691	0.1565	0.9590	1.0051	0.9765	2.0166	0.1000	0.1729	2.9857	0.0000	0.0000	2.9856	true	DEL	66	0.6754	0.3707	1.4190	78190207	78190207
7	78257686	85844667	DIPLOID	4514	0.5282	2.0000	0.1000	1.2982	0.9893	0.9680	2.0489	0.2449	0.1822	4.0489	0.0000	0.0000	4.0491	true	DEL	7212	0.5060	0.3510	1.4196	78257686	78257686
7	85844668	85853700	DIPLOID	11	0.5685	2.1548	0.6768	1.6007	1.0301	1.0171	2.8422	0.6860	0.7748	4.9970	0.0000	0.0000	4.9964	false	DUP	8	0.5688	0.3806	1.7988	85844668	85844668
7	85853701	86137000	DIPLOID	264	0.5296	1.9702	0.1508	1.2731	1.0016	0.9897	2.0000	0.1000	0.1328	3.9702	0.0000	0.0000	3.9702	false	DUP	251	0.5038	0.3423	1.4119	85853701	85853701
7	86137001	88061000	DIPLOID	481	0.5282	2.0000	0.1000	1.2921	1.0349	1.0264	2.0298	0.1506	0.1324	4.0298	0.0000	0.0000	4.0291	true	NONE	1787	0.5037	0.3724	1.4119	86137001	86137001
7	88061001	89810000	DIPLOID	1099	0.5301	2.0000	0.1000	1.2847	0.9846	0.9812	2.0067	0.1000	0.1060	4.0067	0.0000	0.0000	4.0070	true	NONE	1574	0.5008	0.3548	1.4027	88061001	88061001
7	89810001	89811000	HET_DELETION	0	0.0000	0.8588	0.6325	0.5544	0.3429	0.3421	0.8588	0.8444	0.0000	1.7175	0.0000	0.0000	1.7308	true	NONE	1	0.5000	0.3400	1.1130	89810001	89810001
7	89811001	89812000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	1	1.0000	0.3810	1.8000	89811001	89811001
7	89812001	93540000	DIPLOID	1190	0.5306	2.0000	0.1000	1.3039	1.0160	1.0095	2.0667	0.3298	0.2281	4.0667	0.0000	0.0000	4.0664	true	NONE	3404	0.5082	0.3766	1.4267	89810001	89816001
7	93540001	93543000	HET_DELETION	0	0.0000	0.8481	0.6676	0.5476	0.4745	0.4683	0.8481	0.8954	0.0000	1.6962	0.0000	0.0000	1.7068	true	NONE	1	0.5000	0.3450	1.1215	93540001	93542001
7	93543001	94365000	DIPLOID	216	0.5281	2.0000	0.1000	1.3073	1.0111	0.9989	2.0774	0.3786	0.2527	4.0774	0.0000	0.0000	4.0772	true	NONE	791	0.5095	0.3695	1.4310	93540001	93543001
7	94365001	96639000	DIPLOID	1274	0.5286	2.0000	0.1000	1.3012	0.9826	0.9712	2.0583	0.2900	0.2062	4.0583	0.0000	0.0000	4.0586	true	NONE	2141	0.5072	0.3809	1.4233	94365001	94365001
7	96639001	97373000	DIPLOID	470	0.5278	1.9865	0.1000	1.2783	0.9773	0.9653	2.0000	0.1000	0.1056	3.9865	0.0000	0.0000	3.9870	true	NONE	661	0.5017	0.3909	1.4054	96639001	96639001
7	97373001	97374000	DIPLOID	3	0.5197	1.9664	0.1695	1.2719	1.1208	1.1063	2.0000	0.1000	0.1401	3.9664	0.0000	0.0000	3.9640	true	NONE	1	0.5042	0.3920	1.4134	97373001	97373001
7	97374001	97390000	DIPLOID	31	0.5455	1.7946	0.8099	1.2668	0.9923	0.9795	2.1560	0.6804	0.8130	3.9506	0.0000	0.0000	3.9508	true	NONE	16	0.5457	0.3529	1.5445	97374001	97374001
7	97390001	97403000	HET_DELETION	20	0.5285	0.9531	0.2354	0.6296	0.5215	0.5147	1.0000	0.1000	0.1773	1.9531	0.0000	0.0000	1.9627	true	NONE	6	0.5120	0.3893	1.0188	97390001	97396001
7	97403001	99168000	DIPLOID	738	0.5285	1.8981	0.4844	1.2501	0.9857	0.9732	2.0000	0.1000	0.3089	3.8981	0.0000	0.0000	3.8984	true	NONE	1551	0.5131	0.4699	1.4408	97390001	97403001
7	99168001	99588000	DIPLOID	58	0.5324	2.0000	0.1000	1.3175	1.0514	1.0391	2.1094	0.5148	0.3273	4.1094	0.0000	0.0000	4.1083	true	NONE	371	0.5133	0.4259	1.4437	99168001	99168001
7	99588001	100328000	DIPLOID	290	0.5282	1.8884	0.5236	1.2470	0.9976	0.9877	2.0000	0.1000	0.3294	3.8884	0.0000	0.0000	3.8884	true	NONE	531	0.5144	0.5112	1.4446	99588001	99588001
7	100328001	100338000	HET_DELETION	0	0.0000	0.9019	0.4689	0.5819	0.4394	0.4354	0.9019	0.6161	0.0000	1.8037	0.0000	0.0000	1.8150	true	NONE	9	0.5000	0.5138	1.0785	100328001	100328001
7	100338001	100533000	DIPLOID	120	0.5283	1.7859	0.8281	1.2143	0.9660	0.9577	2.0000	0.1000	0.4903	3.7859	0.0000	0.0000	3.7866	true	NONE	165	0.5283	0.5251	1.4856	100328001	100341001
7	100533001	100536000	HET_DELETION	0	0.0000	1.1042	0.4938	0.7110	0.5077	0.5035	1.1042	0.4938	0.0000	2.2084	0.0000	0.0000	2.2183	true	NONE	3	0.5000	0.4483	1.0833	100533001	100533001
7	100536001	100546000	DIPLOID	3	0.5294	1.8371	0.7012	1.2307	0.9589	0.9509	2.0000	0.1000	0.4242	3.8371	0.0000	0.0000	3.8380	true	NONE	10	0.5212	0.4579	1.4651	100533001	100536001
7	100546001	100620000	AMPLIFICATION	0	0.0000	6.9165	0.4056	2.2131	1.6903	1.6762	0.0000	1.5000	0.0000	6.9165	0.0000	0.0000	6.9026	true	NONE	18	0.0000	0.5388	3.7666	100546001	100546001
7	100620001	100937000	DIPLOID	62	0.5246	1.8607	0.6261	1.2382	0.9652	0.9575	2.0000	0.1000	0.3809	3.8607	0.0000	0.0000	3.8614	true	NONE	258	0.5180	0.5142	1.4557	100546001	100620001
7	100937001	100940000	AMPLIFICATION	0	0.0000	2.7979	0.8029	1.7917	1.5773	1.5658	2.7979	0.8029	0.0000	5.5957	0.0000	0.0000	5.5840	true	NONE	3	0.5000	0.4893	2.0383	100937001	100937001
7	100940001	101001000	DIPLOID	13	0.5536	1.6670	0.9664	1.1986	0.9318	0.9248	2.0697	0.3436	0.7252	3.7367	0.0000	0.0000	3.7381	true	NONE	56	0.5539	0.4877	1.5611	100937001	100940001
7	101001001	101005000	HET_DELETION	0	0.0000	0.7984	0.8016	0.5159	0.4122	0.4091	0.7984	1.1040	0.0000	1.5968	0.0000	0.0000	1.6087	true	NONE	1	0.5000	0.5130	1.1613	101001001	101004001
7	101005001	101059000	DIPLOID	51	0.5310	1.8542	0.6477	1.2361	0.9624	0.9553	2.0000	0.1000	0.3970	3.8542	0.0000	0.0000	3.8550	true	NONE	53	0.5189	0.4971	1.4583	101001001	101005001
7	101059001	101061000	HET_DELETION	1	0.5686	1.0128	0.1000	0.7565	0.6940	0.6889	1.3381	0.9690	0.6078	2.3508	0.0000	0.0000	2.3570	true	NONE	2	0.5692	0.4330	1.1403	101059001	101059001
7	101061001	101724000	DIPLOID	475	0.5308	1.8787	0.5611	1.2439	0.9831	0.9770	2.0000	0.1000	0.3509	3.8787	0.0000	0.0000	3.8790	true	NONE	599	0.5156	0.4927	1.4485	101059001	101061001
7	101724001	101725000	HET_DELETION	1	0.5034	1.4706	0.9973	0.9512	0.6562	0.6527	1.4907	0.9983	1.0046	2.9612	0.0000	0.0000	2.9682	true	NONE	1	0.5034	0.4780	1.3845	101724001	101724001
7	101725001	101728000	HET_DELETION	0	0.0000	0.9998	0.1000	0.6444	0.5527	0.5498	0.9998	0.1000	0.0000	1.9996	0.0000	0.0000	2.0086	true	NONE	3	0.5000	0.4243	1.0002	101725001	101725001
7	101728001	102108000	DIPLOID	228	0.5282	1.8746	0.5764	1.2426	1.0013	0.9969	2.0000	0.1000	0.3572	3.8746	0.0000	0.0000	3.8746	true	NONE	302	0.5162	0.5067	1.4502	101724001	101728001
7	102108001	104090000	DIPLOID	1296	0.5297	2.0000	0.1000	1.2913	1.0091	1.0083	2.0274	0.1388	0.1265	4.0274	0.0000	0.0000	4.0272	true	NONE	1386	0.5034	0.3862	1.4110	102108001	102111001
7	104090001	104464000	DIPLOID	224	0.5254	2.0000	0.1000	1.3388	1.0327	1.0323	2.1761	0.7389	0.4408	4.1761	0.0000	0.0000	4.1755	true	NONE	321	0.5211	0.3990	1.4705	104090001	104090001
7	104464001	104466000	HET_DELETION	0	0.0000	1.2435	0.8798	0.7999	0.5274	0.5274	1.2435	0.8798	0.0000	2.4870	0.0000	0.0000	2.4966	true	NONE	2	0.5000	0.2720	1.1948	104464001	104464001
7	104466001	104472000	DIPLOID	1	0.5389	2.0000	0.1000	1.3396	1.0328	1.0328	2.1786	0.7457	0.4557	4.1786	0.0000	0.0000	4.1780	true	NONE	4	0.5214	0.4205	1.4715	104464001	104466001
7	104472001	104485067	DIPLOID	0	0.0000	2.0453	0.2274	1.3115	1.0747	1.0747	2.0453	0.2274	0.0000	4.0906	0.0000	0.0000	4.0891	true	NONE	11	0.5000	0.4095	1.4362	104472001	104472001
7	104485068	104493000	DIPLOID	0	0.0000	3.2078	0.8152	2.0533	1.0785	1.0784	3.2078	0.8152	0.0000	6.4157	0.0000	0.0000	6.4141	true	DUP	7	0.5000	0.4624	2.3663	104485068	104485068
7	104493001	104606000	DIPLOID	29	0.6712	2.0185	0.1000	1.9684	1.0256	1.0255	4.1310	0.5969	0.4678	6.1496	0.0000	0.0000	6.1490	true	NONE	102	0.6718	0.4405	2.2598	104493001	104493001
7	104606001	104612301	DIPLOID	0	0.0000	3.0418	0.2103	1.9474	1.0288	1.0287	3.0418	0.2103	0.0000	6.0836	0.0000	0.0000	6.0830	true	NONE	6	0.5000	0.4353	2.2334	104606001	104606001
7	104612302	104649000	DIPLOID	0	0.0000	2.0697	0.3436	1.3271	1.0645	1.0642	2.0697	0.3436	0.0000	4.1395	0.0000	0.0000	4.1382	true	DUP	35	0.5000	0.4037	1.4558	104612302	104612302
7	104649001	104968000	DIPLOID	2	0.5222	2.0000	0.1000	1.2925	1.0278	1.0275	2.0310	0.1569	0.1341	4.0310	0.0000	0.0000	4.0305	true	NONE	307	0.5038	0.3936	1.4124	104649001	104649001
7	104968001	105075000	DIPLOID	2	0.5666	1.6539	0.9728	1.2249	0.9655	0.9650	2.1654	0.7086	0.9527	3.8193	0.0000	0.0000	3.8200	true	NONE	96	0.5670	0.4401	1.6046	104968001	104968001
7	105075001	105076000	HET_DELETION	0	0.0000	0.9934	0.1000	0.6403	0.4596	0.4594	0.9934	0.1000	0.0000	1.9868	0.0000	0.0000	1.9977	true	NONE	1	0.5000	0.4970	1.0053	105075001	105075001
7	105076001	105373000	DIPLOID	66	0.5272	1.9707	0.1484	1.2732	0.9981	0.9973	2.0000	0.1000	0.1310	3.9707	0.0000	0.0000	3.9707	true	NONE	284	0.5037	0.4442	1.4117	105075001	105076001
7	105373001	108338000	DIPLOID	1322	0.5303	2.0000	0.1000	1.3125	1.0175	1.0154	2.0937	0.4501	0.2917	4.0937	0.0000	0.0000	4.0933	true	NONE	2783	0.5114	0.4005	1.4375	105373001	105373001
7	108338001	108436000	DIPLOID	41	0.5229	1.9942	0.1000	1.2808	1.0019	0.9978	2.0000	0.1000	0.1046	3.9942	0.0000	0.0000	3.9941	true	NONE	90	0.5007	0.3760	1.4023	108338001	108338001
7	108436001	110393332	DIPLOID	943	0.5306	1.9796	0.1035	1.2761	0.9741	0.9686	2.0000	0.1000	0.1080	3.9796	0.0000	0.0000	3.9801	true	NONE	1795	0.5026	0.3569	1.4082	108436001	108436001
7	110393333	110394460	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	false	DEL	0	1.0000	0.0000	1.8000	110393333	110393333
7	110394461	112973360	DIPLOID	571	0.5276	2.0000	0.1000	1.2839	0.9973	0.9900	2.0041	0.1000	0.1055	4.0041	0.0000	0.0000	4.0041	false	DEL	2416	0.5005	0.3737	1.4016	110394461	110394461
7	112973361	115480000	DIPLOID	1258	0.5294	2.0000	0.1000	1.2868	0.9904	0.9815	2.0131	0.1000	0.1059	4.0131	0.0000	0.0000	4.0133	false	SGL	2361	0.5016	0.3545	1.4053	112973361	112973361
7	115480001	115706000	DIPLOID	190	0.5301	2.0000	0.1000	1.3210	1.0017	0.9981	2.1203	0.5574	0.3485	4.1203	0.0000	0.0000	4.1203	true	NONE	209	0.5146	0.3480	1.4481	115480001	115480001
7	115706001	116518000	DIPLOID	522	0.5281	2.0000	0.1000	1.3306	1.0328	1.0308	2.1504	0.6629	0.4029	4.1504	0.0000	0.0000	4.1498	true	NONE	761	0.5181	0.3813	1.4602	115706001	115706001
7	116518001	117688000	DIPLOID	385	0.5263	2.0000	0.1000	1.2961	1.0228	1.0202	2.0425	0.2135	0.1650	4.0425	0.0000	0.0000	4.0420	true	NONE	1130	0.5053	0.3817	1.4170	116518001	116518001
7	117688001	119192000	DIPLOID	852	0.5310	2.0000	0.1000	1.2831	0.9785	0.9752	2.0015	0.1000	0.1062	4.0015	0.0000	0.0000	4.0020	true	NONE	1427	0.5002	0.3489	1.4006	117688001	117688001
7	119192001	121794000	DIPLOID	709	0.5294	2.0000	0.1000	1.2989	1.0204	1.0145	2.0511	0.2555	0.1882	4.0511	0.0000	0.0000	4.0507	true	NONE	2463	0.5063	0.3569	1.4204	119192001	119192001
7	121794001	125745000	DIPLOID	2633	0.5282	2.0000	0.1000	1.2925	0.9786	0.9731	2.0310	0.1569	0.1357	4.0310	0.0000	0.0000	4.0314	true	NONE	3699	0.5038	0.3609	1.4124	121794001	121794001
7	125745001	125746123	DIPLOID	0	0.0000	2.0400	0.2012	1.3081	1.0171	1.0129	2.0400	0.2012	0.0000	4.0799	0.0000	0.0000	4.0796	true	NONE	1	0.5000	0.3100	1.4320	125745001	125745001
7	125746124	125749000	DIPLOID	0	0.0000	1.0163	0.1000	0.6549	1.1173	1.1126	1.0163	0.1000	0.0000	2.0325	0.0000	0.0000	2.0301	true	DEL	2	0.5000	0.3630	1.0130	125746124	125746124
7	125749001	126046000	DIPLOID	171	1.0000	-0.0101	0.1000	0.6352	0.9855	0.9806	1.9809	0.1000	0.2000	1.9708	0.0000	0.0000	1.9711	true	NONE	283	1.0051	0.3487	1.7964	125749001	125749001
7	126046001	126051000	HET_DELETION	0	0.0000	0.0000	0.1000	0.0000	0.5167	0.5137	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	2	1.0000	0.3180	1.8000	126046001	126049001
7	126051001	126052000	HET_DELETION	0	0.0000	1.0204	0.1037	0.3320	0.6593	0.6556	0.0000	1.5000	0.0000	1.0204	0.0000	0.0000	1.0273	true	NONE	1	0.0000	0.3660	1.4082	126051001	126051001
7	126052001	126098488	DIPLOID	53	1.0000	-0.0101	0.1000	0.6344	0.9894	0.9837	1.9784	0.1098	0.2098	1.9683	0.0000	0.0000	1.9685	true	NONE	45	1.0051	0.3542	1.7954	126046001	126052001
7	126098489	126101000	DIPLOID	0	0.0000	1.9947	0.1000	1.2792	1.0502	1.0442	1.9947	0.1000	0.0000	3.9895	0.0000	0.0000	3.9885	true	INV	2	0.5000	0.3835	1.4042	126098489	126098489
7	126101001	126163000	DIPLOID	48	0.5381	1.9809	0.1000	1.2765	1.0012	0.9953	2.0000	0.1000	0.1076	3.9809	0.0000	0.0000	3.9808	true	NONE	59	0.5024	0.3532	1.4077	126101001	126101001
7	126163001	126166900	DIPLOID	0	0.0000	2.0323	0.1632	1.3032	0.9642	0.9585	2.0323	0.1632	0.0000	4.0646	0.0000	0.0000	4.0653	true	NONE	3	0.5000	0.3443	1.4258	126163001	126163001
7	126166901	126167442	UNKNOWN	2	0.6842	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	1.0947	0.0000	0.0000	0.0000	0.0000	true	DEL	0	1.0000	0.0000	1.8000	126166901	126166901
7	126167443	126167444	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	INV	0	1.0000	0.0000	1.8000	126167443	126167443
7	126167445	128766000	DIPLOID	1446	0.6667	2.0233	0.1182	1.9464	1.0235	1.0161	4.0573	0.2854	0.2690	6.0806	0.0000	0.0000	6.0801	true	SGL	2191	0.6673	0.4236	2.2322	126167445	126167445
7	128766001	128767000	HET_DELETION	0	0.0000	1.6571	0.9713	1.0638	0.4863	0.4831	1.6571	0.9713	0.0000	3.3142	0.0000	0.0000	3.3246	true	NONE	1	0.5000	0.5970	1.5257	128766001	128766001
7	128767001	131183000	DIPLOID	1143	0.6681	1.9929	0.1000	1.9253	1.0132	1.0111	4.0218	0.1104	0.1406	6.0146	0.0000	0.0000	6.0144	true	NONE	2204	0.6687	0.4226	2.2116	128766001	128768001
7	131183001	132246000	DIPLOID	296	0.6660	2.0075	0.1000	1.9269	0.9828	0.9848	4.0120	0.1000	0.1332	6.0195	0.0000	0.0000	6.0198	true	NONE	1040	0.6665	0.4636	2.2078	131183001	131183001
7	132246001	132249000	HET_DELETION	0	0.0000	1.2347	0.8658	0.7943	0.4154	0.4161	1.2347	0.8658	0.0000	2.4695	0.0000	0.0000	2.4813	true	NONE	3	0.5000	0.5680	1.1878	132246001	132246001
7	132249001	133785000	DIPLOID	426	0.6674	2.0044	0.1000	1.9324	0.9890	0.9895	4.0323	0.1632	0.1757	6.0367	0.0000	0.0000	6.0369	true	NONE	1481	0.6680	0.3973	2.2147	132246001	132249001
7	133785001	133798000	HET_DELETION	0	0.0000	0.9777	0.1131	0.6303	0.4891	0.4885	0.9777	0.1466	0.0000	1.9554	0.0000	0.0000	1.9657	true	NONE	12	0.5000	0.4055	1.0178	133785001	133785001
7	133798001	135121000	DIPLOID	1050	0.6667	2.0496	0.2485	1.9716	1.0208	1.0182	4.1100	0.5171	0.5104	6.1596	0.0000	0.0000	6.1592	true	NONE	1267	0.6672	0.4096	2.2638	133785001	133798001
7	135121001	137778000	DIPLOID	1413	0.6624	2.0376	0.1895	1.9351	0.9987	0.9949	4.0076	0.1000	0.1917	6.0452	0.0000	0.0000	6.0452	true	NONE	2527	0.6629	0.3881	2.2181	135121001	135121001
7	137778001	138512000	DIPLOID	308	0.6667	1.9320	0.3354	1.8590	0.9789	0.9763	3.8748	0.5758	0.6075	5.8068	0.0000	0.0000	5.8072	true	NONE	700	0.6673	0.4215	2.1771	137778001	137778001
7	138512001	140053000	DIPLOID	568	0.6667	2.0026	0.1000	1.9266	1.0142	1.0098	4.0159	0.1000	0.1333	6.0185	0.0000	0.0000	6.0183	true	NONE	1441	0.6673	0.4385	2.2074	138512001	138512001
7	140053001	140281000	DIPLOID	135	0.6634	1.9124	0.4238	1.8222	0.9485	0.9395	3.7789	0.8417	0.8395	5.6913	0.0000	0.0000	5.6923	true	NONE	210	0.6640	0.4690	2.1466	140053001	140053001
7	140281001	141765000	DIPLOID	590	0.6683	1.9910	0.1000	1.9244	1.0196	1.0041	4.0207	0.1050	0.1370	6.0116	0.0000	0.0000	6.0112	true	NONE	1375	0.6688	0.4151	2.2119	140281001	140281001
7	141765001	141794000	HET_DELETION	0	0.0000	2.0492	0.2464	1.3140	0.5207	0.5115	2.0492	0.2464	0.0000	4.0984	0.0000	0.0000	4.1081	true	NONE	19	0.5000	0.4158	1.4394	141765001	141768001
7	141794001	142002000	DIPLOID	247	0.6681	2.0030	0.1000	1.9351	1.0145	0.9969	4.0422	0.2122	0.2086	6.0452	0.0000	0.0000	6.0449	true	NONE	201	0.6687	0.3951	2.2181	141765001	141797001
